# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
OH-059,Guernsey County,Ohio,0.75,1,-2.93,3.68
OH-061,Hamilton County,Ohio,1.69,10,-1.81,3.5
OH-063,Hancock County,Ohio,1.12,6,-1.97,3.09
OH-065,Hardin County,Ohio,1.42,9,-1.79,3.21
OH-067,Harrison County,Ohio,0.65,1,-3.02,3.67
OH-069,Henry County,Ohio,0.8,2,-2.21,3.01
OH-071,Highland County,Ohio,0.5,1,-3.33,3.83
OH-073,Hocking County,Ohio,0.47,1,-3.2,3.67
OH-075,Holmes County,Ohio,0.77,2,-2.8,3.57
OH-077,Huron County,Ohio,1.44,10,-1.98,3.42
OH-079,Jackson County,Ohio,0.17,1,-3.55,3.72
OH-081,Jefferson County,Ohio,0.48,1,-3.2,3.68
OH-083,Knox County,Ohio,1.36,5,-2.18,3.54
OH-085,Lake County,Ohio,2.09,25,-1.36,3.45
OH-087,Lawrence County,Ohio,0.87,1,-2.89,3.76
OH-089,Licking County,Ohio,0.69,2,-2.86,3.55
OH-091,Logan County,Ohio,1.41,9,-1.83,3.24
OH-093,Lorain County,Ohio,1.14,6,-2.21,3.35
OH-095,Lucas County,Ohio,0.84,3,-2.17,3.01
OH-097,Madison County,Ohio,0.81,3,-2.58,3.39
OH-099,Mahoning County,Ohio,1.53,7,-1.8,3.33
OH-101,Marion County,Ohio,1.15,3,-2.08,3.23
OH-103,Medina County,Ohio,1.08,4,-2.32,3.4
OH-105,Meigs County,Ohio,0.35,1,-3.38,3.73
OH-107,Mercer County,Ohio,0.94,2,-2.24,3.18
OH-109,Miami County,Ohio,1.46,15,-1.7,3.16
OH-111,Monroe County,Ohio,1.28,2,-2.76,4.04
OH-113,Montgomery County,Ohio,1.2,7,-2.07,3.27
OH-115,Morgan County,Ohio,1.17,3,-2.52,3.69
OH-117,Morrow County,Ohio,1.76,10,-1.67,3.43
OH-119,Muskingum County,Ohio,0.72,2,-2.89,3.61
OH-121,Noble County,Ohio,1.32,4,-2.53,3.85
OH-123,Ottawa County,Ohio,0.95,5,-2.19,3.14
OH-125,Paulding County,Ohio,0.89,3,-2.04,2.93
OH-127,Perry County,Ohio,0.73,2,-2.87,3.6
OH-129,Pickaway County,Ohio,0.64,1,-2.96,3.6
OH-131,Pike County,Ohio,0.19,1,-3.55,3.74
OH-133,Portage County,Ohio,1.25,4,-2.12,3.37
OH-135,Preble County,Ohio,1.42,7,-2,3.42
OH-137,Putnam County,Ohio,0.85,2,-2.14,2.99
OH-139,Richland County,Ohio,2.05,17,-1.46,3.51
OH-141,Ross County,Ohio,0.35,1,-3.28,3.63
OH-143,Sandusky County,Ohio,1.05,5,-2.14,3.19
OH-145,Scioto County,Ohio,0.37,1,-3.39,3.76
OH-147,Seneca County,Ohio,1.36,8,-1.91,3.27
OH-149,Shelby County,Ohio,1.38,10,-1.81,3.19
OH-151,Stark County,Ohio,0.44,1,-3.08,3.52
OH-153,Summit County,Ohio,0.92,1,-2.44,3.36
OH-155,Trumbull County,Ohio,1.72,15,-1.7,3.42
OH-157,Tuscarawas County,Ohio,0.54,1,-3.09,3.63
OH-159,Union County,Ohio,1.12,3,-2.17,3.29
OH-161,Van Wert County,Ohio,0.69,1,-2.25,2.94
OH-163,Vinton County,Ohio,0.26,1,-3.44,3.7
OH-165,Warren County,Ohio,1.44,8,-2.13,3.57
OH-167,Washington County,Ohio,1.35,4,-2.55,3.9
OH-169,Wayne County,Ohio,0.82,1,-2.63,3.45
OH-171,Williams County,Ohio,0.95,3,-2.06,3.01
OH-173,Wood County,Ohio,0.67,3,-2.27,2.94
OH-175,Wyandot County,Ohio,1.46,8,-1.68,3.14
OK-001,Adair County,Oklahoma,4.68,94,1.17,3.51
OK-003,Alfalfa County,Oklahoma,5.26,115,2.33,2.93
OK-005,Atoka County,Oklahoma,3.23,84,0.25,2.98
OK-007,Beaver County,Oklahoma,5.71,128,3.21,2.5
OK-009,Beckham County,Oklahoma,2.55,80,0.22,2.33
OK-011,Blaine County,Oklahoma,4.42,110,1.78,2.64
OK-013,Bryan County,Oklahoma,3,88,0.32,2.68
OK-015,Caddo County,Oklahoma,3.97,107,1.37,2.6
OK-017,Canadian County,Oklahoma,3.93,105,1.39,2.54
OK-019,Carter County,Oklahoma,3.54,98,0.84,2.7
OK-021,Cherokee County,Oklahoma,4.36,90,0.88,3.48
OK-023,Choctaw County,Oklahoma,3.19,82,0.27,2.92
OK-025,Cimarron County,Oklahoma,3.48,114,1.18,2.3
OK-027,Cleveland County,Oklahoma,3.51,94,0.95,2.56
OK-029,Coal County,Oklahoma,2.77,73,-0.16,2.93
OK-031,Comanche County,Oklahoma,2.8,86,0.34,2.46
OK-033,Cotton County,Oklahoma,3.34,103,0.97,2.37
OK-035,Craig County,Oklahoma,2.62,55,-0.89,3.51
OK-037,Creek County,Oklahoma,4.1,101,1.08,3.02
OK-039,Custer County,Oklahoma,5.69,123,3.13,2.56
OK-041,Delaware County,Oklahoma,2.87,54,-0.66,3.53
OK-043,Dewey County,Oklahoma,7.21,130,4.51,2.7
OK-045,Ellis County,Oklahoma,7.09,129,4.5,2.59
OK-047,Garfield County,Oklahoma,3.82,87,0.75,3.07
OK-049,Garvin County,Oklahoma,4.03,103,1.38,2.65
OK-051,Grady County,Oklahoma,2.96,86,0.45,2.51
OK-053,Grant County,Oklahoma,5.09,108,2.01,3.08
OK-055,Greer County,Oklahoma,2.15,72,-0.2,2.35
OK-057,Harmon County,Oklahoma,2.07,66,-0.16,2.23
OK-059,Harper County,Oklahoma,6.99,130,4.37,2.62
OK-061,Haskell County,Oklahoma,5.47,112,2.26,3.21
OK-063,Hughes County,Oklahoma,4.24,101,1.28,2.96
OK-065,Jackson County,Oklahoma,2.41,81,0.15,2.26
OK-067,Jefferson County,Oklahoma,3.72,105,1.26,2.46
OK-069,Johnston County,Oklahoma,2.85,86,0.09,2.76
OK-071,Kay County,Oklahoma,3.61,82,0.3,3.31
OK-073,Kingfisher County,Oklahoma,4.02,101,1.37,2.65
OK-075,Kiowa County,Oklahoma,2.51,78,0.11,2.4
OK-077,Latimer County,Oklahoma,5.88,118,2.43,3.45
OK-079,Le Flore County,Oklahoma,4.73,101,1.28,3.45
OK-081,Lincoln County,Oklahoma,3.68,93,0.83,2.85
OK-083,Logan County,Oklahoma,3.93,100,1.17,2.76
OK-085,Love County,Oklahoma,3.35,101,0.83,2.52
OK-087,McClain County,Oklahoma,3.47,99,0.94,2.53
OK-089,McCurtain County,Oklahoma,3.23,77,-0.02,3.25
OK-091,McIntosh County,Oklahoma,6,120,2.95,3.05
OK-093,Major County,Oklahoma,5.7,123,2.83,2.87
OK-095,Marshall County,Oklahoma,3.38,96,0.79,2.59
OK-097,Mayes County,Oklahoma,2.69,55,-0.74,3.43
OK-099,Murray County,Oklahoma,3.54,96,0.67,2.87
OK-101,Muskogee County,Oklahoma,5.03,106,1.79,3.24
OK-103,Noble County,Oklahoma,2.74,66,-0.41,3.15
OK-105,Nowata County,Oklahoma,3.06,66,-0.26,3.32
OK-107,Okfuskee County,Oklahoma,4.13,106,1.29,2.84
OK-109,Oklahoma County,Oklahoma,4.15,104,1.5,2.65
OK-111,Okmulgee County,Oklahoma,4.65,110,1.76,2.89
OK-113,Osage County,Oklahoma,3.69,82,0.48,3.21
OK-115,Ottawa County,Oklahoma,2.61,46,-0.92,3.53
OK-117,Pawnee County,Oklahoma,2.95,70,-0.11,3.06
OK-119,Payne County,Oklahoma,2.79,65,-0.27,3.06
OK-121,Pittsburg County,Oklahoma,6.32,123,3.08,3.24
OK-123,Pontotoc County,Oklahoma,2.84,81,-0.1,2.94
OK-125,Pottawatomie County,Oklahoma,3.02,81,0.3,2.72
OK-127,Pushmataha County,Oklahoma,4.11,93,0.68,3.43
OK-129,Roger Mills County,Oklahoma,4.92,120,2.36,2.56
OK-131,Rogers County,Oklahoma,3,71,-0.22,3.22
OK-133,Seminole County,Oklahoma,3.11,79,0.25,2.86
OK-135,Sequoyah County,Oklahoma,4.41,96,1.1,3.31
OK-137,Stephens County,Oklahoma,3.22,100,0.74,2.48
OK-139,Texas County,Oklahoma,4.15,118,1.77,2.38
OK-141,Tillman County,Oklahoma,3.08,98,0.82,2.26
OK-143,Tulsa County,Oklahoma,3.76,91,0.7,3.06
OK-145,Wagoner County,Oklahoma,4.04,93,0.81,3.23
OK-147,Washington County,Oklahoma,3.31,78,0.14,3.17
OK-149,Washita County,Oklahoma,3.95,109,1.56,2.39
OK-151,Woods County,Oklahoma,6.29,124,3.49,2.8
OK-153,Woodward County,Oklahoma,7.44,128,4.74,2.7
OR-001,Baker County,Oregon,0.5,74,-0.13,0.63
OR-003,Benton County,Oregon,0.24,57,-0.38,0.62
OR-005,Clackamas County,Oregon,0.69,59,-0.59,1.28
OR-007,Clatsop County,Oregon,1.81,94,0.29,1.52
OR-009,Columbia County,Oregon,0.63,68,-0.39,1.02
OR-011,Coos County,Oregon,0.42,78,-0.24,0.66
OR-013,Crook County,Oregon,0.4,74,-0.12,0.52
OR-015,Curry County,Oregon,0.4,76,-0.26,0.66
OR-017,Deschutes County,Oregon,0.46,81,-0.07,0.53
OR-019,Douglas County,Oregon,0.27,61,-0.34,0.61
OR-021,Gilliam County,Oregon,0.19,70,-0.13,0.32
OR-023,Grant County,Oregon,0.65,86,0,0.65
OR-025,Harney County,Oregon,0.39,85,-0.04,0.43
OR-027,Hood River County,Oregon,0.71,79,-0.1,0.81
OR-029,Jackson County,Oregon,0.39,82,-0.07,0.46
OR-031,Jefferson County,Oregon,0.4,83,-0.06,0.46
OR-033,Josephine County,Oregon,0.34,82,-0.09,0.43
OR-035,Klamath County,Oregon,0.72,102,0.25,0.47
OR-037,Lake County,Oregon,0.65,103,0.2,0.45
OR-039,Lane County,Oregon,0.45,64,-0.37,0.82
OR-041,Lincoln County,Oregon,0.46,52,-0.72,1.18
OR-043,Linn County,Oregon,0.65,69,-0.35,1
OR-045,Malheur County,Oregon,0.58,101,0.2,0.38
OR-047,Marion County,Oregon,0.53,63,-0.48,1.01
OR-049,Morrow County,Oregon,0.36,79,-0.08,0.44
OR-051,Multnomah County,Oregon,1,82,-0.13,1.13
OR-053,Polk County,Oregon,0.32,56,-0.44,0.76
OR-055,Sherman County,Oregon,0.17,70,-0.15,0.32
OR-057,Tillamook County,Oregon,1.19,70,-0.35,1.54
OR-059,Umatilla County,Oregon,0.46,77,-0.14,0.6
OR-061,Union County,Oregon,0.54,64,-0.26,0.8
OR-063,Wallowa County,Oregon,0.64,60,-0.32,0.96
OR-065,Wasco County,Oregon,0.24,70,-0.16,0.4
OR-067,Washington County,Oregon,0.58,71,-0.23,0.81
OR-069,Wheeler County,Oregon,0.39,76,-0.13,0.52
OR-071,Yamhill County,Oregon,0.42,64,-0.38,0.8
PA-001,Adams County,Pennsylvania,1.57,5,-2.37,3.94
PA-003,Allegheny County,Pennsylvania,0.94,3,-2.65,3.59
PA-005,Armstrong County,Pennsylvania,1.32,4,-2.58,3.9
PA-007,Beaver County,Pennsylvania,0.81,3,-2.72,3.53
PA-009,Bedford County,Pennsylvania,1.21,5,-2.32,3.53
PA-011,Berks County,Pennsylvania,1.89,11,-2.46,4.35
PA-013,Blair County,Pennsylvania,0.76,1,-2.7,3.46
PA-015,Bradford County,Pennsylvania,2.19,19,-1.35,3.54
PA-017,Bucks County,Pennsylvania,2.06,12,-2.69,4.75
PA-019,Butler County,Pennsylvania,0.88,1,-2.86,3.74
PA-021,Cambria County,Pennsylvania,1.26,2,-2.56,3.82
PA-023,Cameron County,Pennsylvania,1.18,4,-2.47,3.65
PA-025,Carbon County,Pennsylvania,1.82,8,-2.78,4.6
PA-027,Centre County,Pennsylvania,1.29,5,-2.28,3.57
PA-029,Chester County,Pennsylvania,2,11,-2.5,4.5
PA-031,Clarion County,Pennsylvania,1.17,3,-2.64,3.81
PA-033,Clearfield County,Pennsylvania,1.01,2,-2.73,3.74
PA-035,Clinton County,Pennsylvania,1.28,4,-2.25,3.53
PA-037,Columbia County,Pennsylvania,1.68,7,-2.29,3.97
PA-039,Crawford County,Pennsylvania,2.37,21,-1.43,3.8
PA-041,Cumberland County,Pennsylvania,2.02,13,-1.83,3.85
PA-043,Dauphin County,Pennsylvania,1.32,6,-2.62,3.94
PA-045,Delaware County,Pennsylvania,1.83,11,-2.73,4.56
PA-047,Elk County,Pennsylvania,1.38,4,-2.42,3.8
PA-049,Erie County,Pennsylvania,2.77,35,-0.98,3.75
PA-051,Fayette County,Pennsylvania,1.58,4,-2.62,4.2
PA-053,Forest County,Pennsylvania,1.73,6,-2.08,3.81
PA-055,Franklin County,Pennsylvania,1.91,17,-1.73,3.64
PA-057,Fulton County,Pennsylvania,1.51,6,-1.97,3.48
PA-059,Greene County,Pennsylvania,1.1,1,-2.75,3.85
PA-061,Huntingdon County,Pennsylvania,1.37,7,-2.12,3.49
PA-063,Indiana County,Pennsylvania,1.62,6,-2.31,3.93
PA-065,Jefferson County,Pennsylvania,0.93,2,-2.99,3.92
PA-067,Juniata County,Pennsylvania,2.24,20,-1.52,3.76
PA-069,Lackawanna County,Pennsylvania,1.7,6,-2.31,4.01
PA-071,Lancaster County,Pennsylvania,2.75,39,-1.31,4.06
PA-073,Lawrence County,Pennsylvania,0.9,1,-2.6,3.5
PA-075,Lebanon County,Pennsylvania,1.74,8,-2.31,4.05
PA-077,Lehigh County,Pennsylvania,1.9,9,-2.63,4.53
PA-079,Luzerne County,Pennsylvania,1.82,8,-2.18,4
PA-081,Lycoming County,Pennsylvania,1.61,8,-2.06,3.67
PA-083,McKean County,Pennsylvania,2.05,10,-1.7,3.75
PA-085,Mercer County,Pennsylvania,1.42,6,-2.23,3.65
PA-087,Mifflin County,Pennsylvania,2.1,19,-1.52,3.62
PA-089,Monroe County,Pennsylvania,1.9,6,-2.59,4.49
PA-091,Montgomery County,Pennsylvania,1.88,7,-2.69,4.57
PA-093,Montour County,Pennsylvania,1.57,8,-2.14,3.71
PA-095,Northampton County,Pennsylvania,2.18,12,-2.28,4.46
PA-097,Northumberland County,Pennsylvania,1.4,5,-2.35,3.75
PA-099,Perry County,Pennsylvania,2.03,11,-1.87,3.9
PA-101,Philadelphia County,Pennsylvania,2.42,24,-2.25,4.67
PA-103,Pike County,Pennsylvania,2.61,22,-1.56,4.17
PA-105,Potter County,Pennsylvania,1.69,7,-1.92,3.61
PA-107,Schuylkill County,Pennsylvania,1.61,6,-2.76,4.37
PA-109,Snyder County,Pennsylvania,1.58,8,-2.11,3.69
PA-111,Somerset County,Pennsylvania,1.47,3,-2.53,4
PA-113,Sullivan County,Pennsylvania,2.04,10,-2.01,4.05
PA-115,Susquehanna County,Pennsylvania,1.98,11,-1.92,3.9
PA-117,Tioga County,Pennsylvania,2.04,19,-1.47,3.51
PA-119,Union County,Pennsylvania,1.6,8,-1.99,3.59
PA-121,Venango County,Pennsylvania,1.6,5,-2.05,3.65
PA-123,Warren County,Pennsylvania,2.22,14,-1.56,3.78
PA-125,Washington County,Pennsylvania,0.81,2,-2.92,3.73
PA-127,Wayne County,Pennsylvania,1.84,7,-2.14,3.98
PA-129,Westmoreland County,Pennsylvania,1.06,2,-2.9,3.96
PA-131,Wyoming County,Pennsylvania,1.89,10,-1.87,3.76
PA-133,York County,Pennsylvania,1.73,11,-2.35,4.08
RI-001,Bristol County,Rhode Island,2.75,38,-1.48,4.23
RI-003,Kent County,Rhode Island,2.8,41,-1.31,4.11
RI-005,Newport County,Rhode Island,2.68,40,-1.39,4.07
RI-007,Providence County,Rhode Island,2.47,31,-1.63,4.1
RI-009,Washington County,Rhode Island,2.47,37,-1.46,3.93
SC-001,Abbeville County,South Carolina,9.04,126,4.67,4.37
SC-003,Aiken County,South Carolina,7.57,121,2.89,4.68
SC-005,Allendale County,South Carolina,6.84,96,1.53,5.31
SC-007,Anderson County,South Carolina,7.32,119,2.89,4.43
SC-009,Bamberg County,South Carolina,6.43,92,1.02,5.41
SC-011,Barnwell County,South Carolina,6.54,99,1.45,5.09
SC-013,Beaufort County,South Carolina,11.3,121,4.93,6.37
SC-015,Berkeley County,South Carolina,7.72,103,1.7,6.02
SC-017,Calhoun County,South Carolina,5.8,79,0.62,5.18
SC-019,Charleston County,South Carolina,10.76,122,4.55,6.21
SC-021,Cherokee County,South Carolina,5.14,86,0.17,4.97
SC-023,Chester County,South Carolina,6.3,108,1.48,4.82
SC-025,Chesterfield County,South Carolina,5.45,87,0.47,4.98
SC-027,Clarendon County,South Carolina,5.34,67,-0.33,5.67
SC-029,Colleton County,South Carolina,9.27,117,3.36,5.91
SC-031,Darlington County,South Carolina,6.19,98,1.17,5.02
SC-033,Dillon County,South Carolina,4.9,61,-0.35,5.25
SC-035,Dorchester County,South Carolina,8.35,109,2.44,5.91
SC-037,Edgefield County,South Carolina,8.74,127,4.33,4.41
SC-039,Fairfield County,South Carolina,7.25,115,2.38,4.87
SC-041,Florence County,South Carolina,5.99,80,0.53,5.46
SC-043,Georgetown County,South Carolina,8.22,108,2.26,5.96
SC-045,Greenville County,South Carolina,7.62,111,2.29,5.33
SC-047,Greenwood County,South Carolina,8.83,123,4.36,4.47
SC-049,Hampton County,South Carolina,8.02,107,2.44,5.58
SC-051,Horry County,South Carolina,10.19,123,4.5,5.69
SC-053,Jasper County,South Carolina,10.13,119,3.95,6.18
SC-055,Kershaw County,South Carolina,7.03,109,2.06,4.97
SC-057,Lancaster County,South Carolina,6.68,110,1.78,4.9
SC-059,Laurens County,South Carolina,9.89,125,5.34,4.55
SC-061,Lee County,South Carolina,6.63,99,1.6,5.03
SC-063,Lexington County,South Carolina,7.41,115,2.48,4.93
SC-065,McCormick County,South Carolina,9.54,126,5.2,4.34
SC-067,Marion County,South Carolina,6.44,82,0.83,5.61
SC-069,Marlboro County,South Carolina,4.44,58,-0.65,5.09
SC-071,Newberry County,South Carolina,8.54,124,3.96,4.58
SC-073,Oconee County,South Carolina,6.83,95,1.19,5.64
SC-075,Orangeburg County,South Carolina,5.78,82,0.43,5.35
SC-077,Pickens County,South Carolina,7.07,98,1.45,5.62
SC-079,Richland County,South Carolina,7.6,115,2.61,4.99
SC-081,Saluda County,South Carolina,8.67,125,4.1,4.57
SC-083,Spartanburg County,South Carolina,7.45,114,2.38,5.07
SC-085,Sumter County,South Carolina,6.12,89,0.87,5.25
SC-087,Union County,South Carolina,7.05,112,2.18,4.87
SC-089,Williamsburg County,South Carolina,6.12,74,0.04,6.08
SC-091,York County,South Carolina,7.73,116,2.95,4.78
SD-003,Aurora County,South Dakota,3.47,106,1,2.47
SD-005,Beadle County,South Dakota,5.71,126,3.42,2.29
SD-007,Bennett County,South Dakota,1.59,48,-0.38,1.97
SD-009,Bon Homme County,South Dakota,4.04,104,1.16,2.88
SD-011,Brookings County,South Dakota,3.74,92,0.75,2.99
SD-013,Brown County,South Dakota,3.88,111,1.52,2.36
SD-015,Brule County,South Dakota,3.16,101,0.86,2.3
SD-017,Buffalo County,South Dakota,3.11,104,0.89,2.22
SD-019,Butte County,South Dakota,2.26,107,0.85,1.41
SD-021,Campbell County,South Dakota,1.79,58,-0.28,2.07
SD-023,Charles Mix County,South Dakota,3.31,92,0.67,2.64
SD-025,Clark County,South Dakota,6.03,127,3.35,2.68
SD-027,Clay County,South Dakota,3.23,73,0.05,3.18
SD-029,Codington County,South Dakota,6,128,3.16,2.84
SD-031,Corson County,South Dakota,2.03,78,0.17,1.86
SD-033,Custer County,South Dakota,1.61,61,-0.25,1.86
SD-035,Davison County,South Dakota,3.36,96,0.79,2.57
SD-037,Day County,South Dakota,5.75,125,3.06,2.69
SD-039,Deuel County,South Dakota,5.61,123,2.54,3.07
SD-041,Dewey County,South Dakota,3.3,118,1.4,1.9
SD-043,Douglas County,South Dakota,3.4,92,0.71,2.69
SD-045,Edmunds County,South Dakota,2.78,89,0.48,2.3
SD-047,Fall River County,South Dakota,0.84,29,-0.68,1.52
SD-049,Faulk County,South Dakota,3.25,101,1.02,2.23
SD-051,Grant County,South Dakota,6.37,128,3.49,2.88
SD-053,Gregory County,South Dakota,2.74,85,0.31,2.43
SD-055,Haakon County,South Dakota,4.27,131,2.48,1.79
SD-057,Hamlin County,South Dakota,5.2,121,2.36,2.84
SD-059,Hand County,South Dakota,3.46,113,1.26,2.2
SD-061,Hanson County,South Dakota,3.4,93,0.74,2.66
SD-063,Harding County,South Dakota,2.38,112,0.98,1.4
SD-065,Hughes County,South Dakota,3.4,114,1.34,2.06
SD-067,Hutchinson County,South Dakota,3.8,100,0.98,2.82
SD-069,Hyde County,South Dakota,2.76,95,0.65,2.11
SD-071,Jackson County,South Dakota,2.41,105,0.59,1.82
SD-073,Jerauld County,South Dakota,4.12,121,1.81,2.31
SD-075,Jones County,South Dakota,2.94,111,1.03,1.91
SD-077,Kingsbury County,South Dakota,5.15,119,2.4,2.75
SD-079,Lake County,South Dakota,3.42,90,0.38,3.04
SD-081,Lawrence County,South Dakota,2.5,93,0.47,2.03
SD-083,Lincoln County,South Dakota,2.21,47,-1,3.21
SD-085,Lyman County,South Dakota,3.45,113,1.34,2.11
SD-087,McCook County,South Dakota,3.5,91,0.55,2.95
SD-089,McPherson County,South Dakota,2.88,90,0.59,2.29
SD-091,Marshall County,South Dakota,5.29,122,2.68,2.61
SD-093,Meade County,South Dakota,3.49,127,1.96,1.53
SD-095,Mellette County,South Dakota,2.35,89,0.34,2.01
SD-097,Miner County,South Dakota,4.05,111,1.34,2.71
SD-099,Minnehaha County,South Dakota,2.89,65,-0.31,3.2
SD-101,Moody County,South Dakota,2.92,71,-0.16,3.08
SD-102,Oglala Lakota County,South Dakota,1.19,44,-0.44,1.63
SD-103,Pennington County,South Dakota,2.21,97,0.42,1.79
SD-105,Perkins County,South Dakota,3.68,130,2.14,1.54
SD-107,Potter County,South Dakota,2.39,81,0.29,2.1
SD-109,Roberts County,South Dakota,5.72,125,3.04,2.68
SD-111,Sanborn County,South Dakota,4.39,121,1.97,2.42
SD-115,Spink County,South Dakota,4.67,123,2.27,2.4
SD-117,Stanley County,South Dakota,4.32,129,2.46,1.86
SD-119,Sully County,South Dakota,3.31,112,1.31,2
SD-121,Todd County,South Dakota,1.76,51,-0.43,2.19
SD-123,Tripp County,South Dakota,2.94,99,0.69,2.25
SD-125,Turner County,South Dakota,3.08,73,0.03,3.05
SD-127,Union County,South Dakota,3.25,75,0.04,3.21
SD-129,Walworth County,South Dakota,1.77,50,-0.38,2.15
SD-135,Yankton County,South Dakota,3.28,81,0.2,3.08
SD-137,Ziebach County,South Dakota,5.85,130,4.18,1.67
TN-001,Anderson County,Tennessee,4.81,101,0.97,3.84
TN-003,Bedford County,Tennessee,3.07,53,-0.87,3.94
TN-005,Benton County,Tennessee,0.96,7,-2.63,3.59
TN-007,Bledsoe County,Tennessee,5.26,98,0.8,4.46
TN-009,Blount County,Tennessee,5.17,90,0.71,4.46
TN-011,Bradley County,Tennessee,4.11,77,0.22,3.89
TN-013,Campbell County,Tennessee,3.53,56,-0.4,3.93
TN-015,Cannon County,Tennessee,3.76,56,-0.57,4.33
TN-017,Carroll County,Tennessee,1.08,10,-2.46,3.54
TN-019,Carter County,Tennessee,4.29,65,-0.13,4.42
TN-021,Cheatham County,Tennessee,0.73,2,-2.83,3.56
TN-023,Chester County,Tennessee,0.92,5,-2.56,3.48
TN-025,Claiborne County,Tennessee,3.81,70,0.04,3.77
TN-027,Clay County,Tennessee,1.5,9,-2.62,4.12
TN-029,Cocke County,Tennessee,5.28,95,0.82,4.46
TN-031,Coffee County,Tennessee,4.94,98,0.81,4.13
TN-033,Crockett County,Tennessee,0.42,2,-2.96,3.38
TN-035,Cumberland County,Tennessee,4.54,80,0.14,4.4
TN-037,Davidson County,Tennessee,1.34,7,-2.22,3.56
TN-039,Decatur County,Tennessee,1.13,12,-2.39,3.52
TN-041,DeKalb County,Tennessee,2.85,36,-1.41,4.26
TN-043,Dickson County,Tennessee,0.44,1,-3.2,3.64
TN-045,Dyer County,Tennessee,0.09,1,-3.16,3.25
TN-047,Fayette County,Tennessee,1.31,12,-2.14,3.45
TN-049,Fentress County,Tennessee,2.78,27,-1.51,4.29
TN-051,Franklin County,Tennessee,5.4,104,1.47,3.93
TN-053,Gibson County,Tennessee,0.52,5,-2.91,3.43
TN-055,Giles County,Tennessee,2.59,38,-1.08,3.67
TN-057,Grainger County,Tennessee,4.36,95,0.59,3.77
TN-059,Greene County,Tennessee,4.01,76,0.14,3.87
TN-061,Grundy County,Tennessee,5.98,110,1.62,4.36
TN-063,Hamblen County,Tennessee,4.11,86,0.38,3.73
TN-065,Hamilton County,Tennessee,6.2,116,2.08,4.12
TN-067,Hancock County,Tennessee,4.04,77,-0.02,4.06
TN-069,Hardeman County,Tennessee,1.29,11,-2.28,3.57
TN-071,Hardin County,Tennessee,1.47,17,-2.03,3.5
TN-073,Hawkins County,Tennessee,3.82,69,-0.19,4.01
TN-075,Haywood County,Tennessee,0.62,2,-2.82,3.44
TN-077,Henderson County,Tennessee,1.05,7,-2.43,3.48
TN-079,Henry County,Tennessee,0.77,8,-2.75,3.52
TN-081,Hickman County,Tennessee,0.76,4,-2.97,3.73
TN-083,Houston County,Tennessee,0.33,2,-3.3,3.63
TN-085,Humphreys County,Tennessee,0.6,4,-3.11,3.71
TN-087,Jackson County,Tennessee,1.45,9,-2.75,4.2
TN-089,Jefferson County,Tennessee,4.68,101,0.91,3.77
TN-091,Johnson County,Tennessee,4.82,79,0.28,4.54
TN-093,Knox County,Tennessee,4.8,101,1.04,3.76
TN-095,Lake County,Tennessee,0.16,1,-3.14,3.3
TN-097,Lauderdale County,Tennessee,0.27,1,-2.99,3.26
TN-099,Lawrence County,Tennessee,2.29,29,-1.42,3.71
TN-101,Lewis County,Tennessee,1.38,9,-2.36,3.74
TN-103,Lincoln County,Tennessee,2.8,40,-1.02,3.82
TN-105,Loudon County,Tennessee,4.86,94,0.99,3.87
TN-107,McMinn County,Tennessee,3.46,58,-0.39,3.85
TN-109,McNairy County,Tennessee,1.09,8,-2.34,3.43
TN-111,Macon County,Tennessee,1.18,5,-2.89,4.07
TN-113,Madison County,Tennessee,0.76,6,-2.73,3.49
TN-115,Marion County,Tennessee,7.02,121,2.81,4.21
TN-117,Marshall County,Tennessee,1.93,18,-1.74,3.67
TN-119,Maury County,Tennessee,1.15,5,-2.41,3.56
TN-121,Meigs County,Tennessee,4.18,75,0.16,4.02
TN-123,Monroe County,Tennessee,4.45,71,0.03,4.42
TN-125,Montgomery County,Tennessee,0.3,1,-3.28,3.58
TN-127,Moore County,Tennessee,3.76,64,-0.21,3.97
TN-129,Morgan County,Tennessee,4.4,79,0.33,4.07
TN-131,Obion County,Tennessee,0.23,1,-3.19,3.42
TN-133,Overton County,Tennessee,2.59,21,-1.68,4.27
TN-135,Perry County,Tennessee,0.98,8,-2.68,3.66
TN-137,Pickett County,Tennessee,2.19,16,-1.94,4.13
TN-139,Polk County,Tennessee,3.64,51,-0.58,4.22
TN-141,Putnam County,Tennessee,2.71,24,-1.63,4.34
TN-143,Rhea County,Tennessee,4.78,89,0.56,4.22
TN-145,Roane County,Tennessee,4.85,98,0.95,3.9
TN-147,Robertson County,Tennessee,1.09,5,-2.45,3.54
TN-149,Rutherford County,Tennessee,2.81,35,-1.07,3.88
TN-151,Scott County,Tennessee,2.89,31,-1.23,4.12
TN-153,Sequatchie County,Tennessee,5.98,109,1.43,4.55
TN-155,Sevier County,Tennessee,5.56,88,0.56,5
TN-157,Shelby County,Tennessee,1.21,13,-2.18,3.39
TN-159,Smith County,Tennessee,1.36,5,-2.71,4.07
TN-161,Stewart County,Tennessee,0.29,2,-3.22,3.51
